,PROPOSE_DT,BILL_TEXT
94,2020-06-24,"제안이유

어린이 보호구역 내에서 보행 중인 어린이 교통사고를 예방하기 위해 어린이 보호구역 내 과속단속장비 및 안전시설 등의 설치를 의무화하고 사고 야기 운전자에 대한 형사처벌은 강화되었으나, 추가적인 사고예방을 위해서는 운전자에게 교통안전교육을 의무적으로 받도록 하여 운전 습관을 교정할 필요가 있음.
그런데 현행 도로교통법 상 특별교통안전교육은 운전면허 정지 또는 취소처분을 받거나 받게 될 사람에 대해서만 의무화되어 있어, 어린이보호구역 내에서 어린이 사상사고를 야기하더라도 위반사항 또는 피해자의 부상이 경미하여 부과받는 벌점이 운전면허 정지처분에 이를 정도가 아니면 특별교통안전교육을 받을 의무는 없도록 규정되어 있음.
이에 어린이 보호구역에서 어린이 사상사고를 야기한 운전자에 대해 운전면허 정지 또는 취소 처분과 관계없이 관련 특별교통안전교육을 의무적으로 받도록 함으로써 어린이 보호구역 내 어린이 안전을 강화하고 어린이 교통사고를 예방하고자 함.


주요내용

어린이 보호구역 내에서 어린이 교통사고를 야기한 운전자가 운전면허 취소처분 또는 운전면허효력 정지처분을 받지 아니한 경우에도 도로교통공단에서 실시하는 특별교통안전교육을 받도록 함(안 제73조제2항)."
95,2020-06-23,"제안이유 및 주요내용

현행법에 따르면 도로관리청 또는 공사시행청의 명령에 따라 도로를 파거나 뚫는 등 공사를 하려는 사람은 이를 관할 경찰서장에게 신고하여야 하며, 공사기간 중 차마의 통행을 유도하거나 지시 등을 할 필요가 있는 때에는 관할 경찰서장의 지시에 따라 교통안전시설을 설치하여야 함.
그런데 도로공사가 있으면 차로가 변경되는 등 교통 흐름이 방해받아 교통사고의 위험이 높아지므로, 교통안전시설을 설치할 뿐만 아니라 차마와 보행자의 통행을 안전하게 유도할 수 있는 안전요원도 의무적으로 배치하도록 함으로써, 교통안전 확보에 만전을 기하여야 한다는 의견이 제기되고 있음.
이에 대통령령으로 정하는 도로공사인 경우에는 차마와 보행자의 안전 확보를 위하여 안전요원을 의무적으로 배치하도록 함으로써 교통사고의 위험을 감소시키고 안전하고 원활한 교통 소통을 확보하려는 것임(안 제69조제3항 및 제154조제7호)."
96,2020-06-22,"제안이유 및 주요내용

현행법은 교통약자가 특별교통수단(장애인콜택시) 외의 일반차량을 운행하거나 택시를 이용하는 데에 소요되는 비용을 시장이나 군수가 지원할 수 있도록 하고 있음.
그런데 특별교통수단의 부족으로 인하여 교통약자가 일반 택시 등을 이용하여야 하는 경우가 많은 점을 고려할 때, 교통약자의 실질적인 이동권을 보장하기 위해서는 일반차량이나 택시 등을 이용하는 교통약자의 이동을 지원할 수 있는 주체를 현행보다 넓힐 필요가 있다는 의견이 제시되고 있음.
이에 “자치구의 구청장”도 특별교통수단 외의 차량을 운행하거나 교통약자가 택시를 이용하는 데에 소요되는 비용을 지원할 수 있도록 함으로써 교통약자의 이동편의를 보다 증진시킬 수 있도록 하려는 것임(안 제16조의2제1항)."
97,2020-06-22,"제안이유 및 주요내용

현행법은 시설물통합정보관리체계를 통해 시설물의 안전등급, 긴급안전조치에 관한 사항 등 안전 관련 정보를 관리하도록만 하고 있는데, 공중(公衆)이 시설물의 안전 관련 정보를 알 수 있는 법적 근거는 미비한 실정임. 특히, 다중이 이용하는 시설물 등에 대한 안전 관련 정보가 공개되지 않고 있어 시설물을 이용하는 공중의 알권리가 보장되지 않고 있다는 지적이 제기됨.
이에 국토교통부장관으로 하여금 시설물에 대하여 안전등급과 중대한 결함의 이력, 안전점검등·성능평가·유지관리의 이력, 긴급안전조치 현황 등을 공개할 수 있는 근거를 마련함으로써 공중의 알권리를 보장하고 안전을 확보하는 데 기여하려는 것임(안 제55조의2 신설)."
98,2020-06-22,"제안이유 및 주요내용

현행법은 사업주체에게 하자보수를 보장하기 위하여 담보책임기간동안 하자보수보증금을 예치하도록 의무를 부여하고 있고, 보증금의 사용내역 등은 시장·군수·구청장에게 신고 등을 하도록 하고 있으며, 보증금의 예치범위·보관, 청구·지급 등에 관한 사항은 대통령령으로 정하도록 위임하고 있음.
그런데 사업주체가 하자보수보증보험에 가입하여 하자보수보증금을 지급하는 경우 청구 요건이나 지급시기, 지급기준 등을 법령에서 구체적으로 규정하고 있지 않아, 하자피해에 대한 구제가 체계적이고 통일적으로 이루어지는 데에 한계가 있다는 지적이 있음.
이에 현행법상 위임 규정을 구체화하여 대통령령으로 하자보수보증금의 청구 요건, 지급 시기·기준 등을 정하도록 하고, 하자보수보증금 사용내역 등을 매년 국토교통부장관이 제공받도록 함으로써 하자보수보증금 제도를 내실화하려는 것임(안 제38조)."
99,2020-06-22,"제안이유 및 주요내용

최근 어린이보호구역 내 주정차 차량으로 인해 어린이들의 교통사고가 늘어나고 있으나, 현행법 상 주정차 금지구역으로 지정되어 있지 않아 각 지자체별 조례 등에 의해 단속하고 있는 실정임.
특히 어린이보호구역 존에서 일어나는 교통사고는 불법 주정차 된 차량으로 시야가 확보되지 못한 상황에서 일어나는 경우가 대다수여서 어린이보호구역 내 주정차에 대한 법적 조치가 필수적임.
이에 어린이보호구역 내 정차 및 주차의 금지를 명시해 이를 위반 시 20만 원 이하의 벌금이나 구류 또는 과료에 처할 수 있도록 함으로써 어린이의 안전을 보호하고자 함(안 제32조제8호 신설)."
100,2020-06-22,"제안이유 및 주요내용

가. 계약갱신청구권 도입(현행 2년 → ‘2 2 2’ 총 6년으로) (안 제6조의3 신설)
임차인에게 계약갱신청구권을 부여하여 법에서 정한 사유가 있는 경우 외에는 임차인이 계약의 갱신을 청구할 경우 임대인이 거절할 수 없도록 하며, 최초 2회까지 임차인에게 계약갱신청구권을 행사할 수 있도록 하되, 계약기간은 최대 6년까지 연장할 수 있도록 함.
‘3년 본 계약 1회 재계약(3 3)’ 방식의 경우, 보증금과 차임이 단기간에 앙등할 우려가 있다는 점을 고려하였으며, 초·중·고교 6년 학제에 따라 계약 기간을 보장하여 교육과정 동안 거주 안정성을 높이려는 취지임.
주거 안정을 보장하되 2년마다 계약 연장을 선택할 수 있게 하여, 1인 가구 증가 등 다양해진 생활·주거 양식에 대응하도록 전출입의 유연성 또한 확보하고자 함.
나. 소득 상승률 연동 전월세인상률상한제 도입(안 제7조)
약정한 차임이나 보증금의 증액은 5% 또는 「통계법」에 따라 통계청에서 작성·발표하는 가계금융복지조사의 직전 3개년도에 공표된 연도별 가구소득 증가율 평균 비율의 두 배 중 낮은 비율을 초과할 수 없도록 함.
‘5% 단일 인상 상한’의 경우, 계약 시마다 5% 임대료 상승이 고착화될 가능성이 있다는 점, 2018년 ‘소득대비 주거비 부담률(RIR)’이 임차가구의 경우 22.2%, 소득 1분위 임차가구의 경우 49.8%에 달하는 점 등을 감안하여 소득과 주거비 부담을 연동하여 합리적인 인상률을 도출하고자 함.
다. 차임 증액 후 2년 이내 재증액의 청구를 금지(안 제7조제2항 신설)
임대차계약 또는 약정한 차임이나 보증금의 증액이 있은 후 2년 이내에는 약정한 차임이나 보증금의 증액을 금지하여 임차인의 예측 가능성과 주거 안정을 강화함.
라. 기초자치단체의 표준임대료 공시 의무화(안 제8조의3부터 제8조의5까지 신설)
지역 상황을 가장 정밀하게 파악할 수 있는 해당 기초자치단체가 표준임대료를 산정·공시하게 하여 임대인·임차인 간 정보격차를 해소하고, 합리적인 임대료 산정 기준으로 활용되도록 함."
101,2020-06-19,"제안이유 및 주요내용

세계 각국은 4차 산업혁명과 인공지능기술의 발달이 가져 올 다양한 사회 변화에 대응하기 위한 정책을 마련하고 있음.
특히, 미국 백악관의 「인공지능, 자동화 그리고 경제」 보고서에 따르면 미국은 기존 일자리가 없어지고 새로운 일자리가 생기는 고용구조의 변화 등에 대비하기 위하여 교육과 직업훈련 프로그램을 통해 근로자들이 적절한 교육과 재교육을 받아 미래 일자리에 대비할 수 있도록 한다는 전략을 세우고 있음.
이에 국가와 지방자치단체가 산업인력이 환경의 변화에 적응하고 업무능력 등을 지속적으로 계발·향상할 수 있도록 재교육 또는 재훈련을 제공하도록 근거 규정을 마련하려는 것임(안 제13조의2 신설)."
102,2020-06-19,"제안이유 및 주요내용

현행법에서 가정폭력범죄가 진행 중인 경우 즉시 폭력행위를 제지하고 가정폭력 행위자와 피해자를 분리해 수사하도록 규정하여 가정폭력 피해자를 보호하고 있지만 현행범인 행위자를 체포하여야 행위자와 피해자간 분리가 완전히 이뤄질 수 있다는 지적이 있음.
또한 현행법은 가정폭력행위자에 대한 상담조건부 기소유예와 면접교섭권 행사를 허용하고 있고 긴급임시조치를 이행하지 않는 경우에도 300만원 이하의 과태료를 부과하도록 하고 있어 피해자와 그 가족구성원의 안전 보호에 부족한 점이 많다는 의견이 있음.
이에 가정폭력범죄에 대한 현장체포주의를 도입하고 상담조건부 기소유예를 폐지하며 보호처분 및 피해자보호명령시 면접교섭권 행사를 제한할 수 있도록 하고 긴급임시조치 위반에 대해서는 1년 이하의 징역 또는 1천만원 이하의 벌금에 처하도록 함(안 제5조, 제9조의2 삭제, 제40조제1항제1호의2·제55조의2제1항제1호의2 및 제65조 신설)."
103,2020-06-19,"제안이유 및 주요내용

체육계 전ㆍ현직 선수의 성폭력ㆍ폭력 피해 증언은 우리나라 체육계의 현주소를 보여준 사건이었음. 이러한 체육계의 고질적인 구조와 시스템, 그리고 선수와 지도자, 협회의 수직적인 권력관계가 작용하는 폐쇄적인 문화는 오랫동안 지적받아 왔음. 따라서, 이러한 체육계의 구조적인 문제점을 해결하고 인권에 대한 개인의 인식을 개선하고자 함.
이에 국가와 지방자치단체가 학생선수와 학교운동부지도자를 대상으로 성폭력ㆍ폭력 예방, 학습권 보호 등 스포츠 분야 인권교육을 의무적으로 시행하도록 하여 학생선수의 인권을 보호하고 인권친화적인 스포츠 환경을 조성하고자 하는 것임(안 제12조의3 신설)."
104,2020-06-19,"제안이유 및 주요내용

사업주체가 건설ㆍ공급하는 주택 중 수도권에 조성된 공공택지에서 공급하는 공공분양주택에 대하여는 「공공주택 특별법」에 따라 입주자에게 5년 이내의 범위에서 거주의무를 부과하고 있으나 공공택지 외의 택지에서 공급하는 주택에 대하여는 입주자에게 별도의 거주의무를 부과하지 아니하고 있어 실제 거주할 목적이 아닌 자가 주택을 공급받아 제3자에게 양도하는 등 양도차익을 노리는 투기수요가 발생할 우려가 있음.
이에 수도권에서 주변시세보다 저렴하게 공급하는 분양가상한제 적용주택에 대하여 주택에 대한 투기수요를 차단하고 실수요자 중심으로 주택을 공급하기 위하여 입주자에게 5년 이내의 범위에서 거주의무를 부과하고 입주자가 거주의무기간 이내에 이전하려는 경우에는 한국토지주택공사(사업주체가 「공공주택 특별법」 제4조에 따른 공공주택사업자인 경우에는 공공주택사업자를 말함)에 해당 주택의 매입을 신청하도록 하는 한편, 분양가상한제 적용주택의 입주자에 대한 거주실태를 조사할 수 있는 근거를 마련하고 거주의무기간을 위반한 자에 대한 처벌근거를 마련함(안 제57조의2, 제57조의3 및 제104조제10호 신설).
또한, 수도권에서 건설ㆍ공급하는 분양가상한제 적용주택에 대하여 전매행위 제한기간 중에 주택을 공급받은 자의 생업상의 사정 등으로 전매가 불가피하다고 인정하여 한국토지주택공사(사업주체가 지방공사인 경우에는 지방공사를 말함)가 우선 매입할 수 있는 주택에 해당 주택의 입주자로 선정된 지위를 포함하고 이를 우선 매입하는 경우 해당 주택의 분양가격과 인근지역 주택매매가격의 비율 및 해당 주택의 보유기간 등을 고려하여 매입금액을 달리 정할 수 있는 근거를 마련함(안 제64조제2항 및 제3항)."
105,2020-06-19,"제안이유 및 주요내용

현행법은 교통약자가 안전하고 편리하게 이동할 수 있도록 이동편의시설을 설치한 교통수단, 여객시설 및 도로(이하 “대상시설”)에 ‘장애물 없는 생활환경 인증’(이하 “인증”)을 할 수 있도록 하고 있으나, 대상시설에 대한 인증실적이 미미하여 인증제도의 실효성이 떨어진다는 지적이 있음.
이에 국가, 지방자치단체 및 공공기관 등이 설치하는 대상시설로서 대통령령이 정하는 시설에 대하여 인증을 의무화함으로써 교통약자의 이동권 확보에 기여하려는 것임(안 제17조의2제3항 신설 등)."
106,2020-06-18,"제안이유 및 주요내용

현재 「상가건물 임대차보호법」에는 경제사정이 어려워질 경우 임차인이 임대인에게 월세의 증감을 청구할 수 있습니다. 그러나 청구 요건이 지나치게 추상적이며 의무적인 제도도 아닙니다. 이에 증감청구권이 거의 일어나지 않고 있습니다.
또한 현행법에는 임대인이 월세를 5% 이상 상향할 경우 과태료를 내야 합니다. 따라서 코로나와 같은 재난이 발생해도 임대료를 5% 이상 감액하기를 꺼려합니다.
이에 「재난 및 안전관리 기본법」에 따른 재난 또는 「감염병의 예방 및 관리에 관한 법률」에 따른 제1급감염병이 발생하면 대통령령으로 정하는 날부터 임차인이 임대인에게 임대료 감액을 요구할 수 있고, 이 경우에 임대인은 대통령령으로 정하는 상당한 이유가 없는 한 임차인의 요구를 거부할 수 없도록 하고자 합니다.
또한 제11조제3항에 따라 임대료가 감액된 후 다시 임대료를 인상할 때에는 감액되기 전 임대료를 기준으로 임대료 상한을 지키도록 하고자 합니다. 이를 통해 임대료 증감청구권을 활성화하여 재난과 감염병 발병으로 인한 임차인들의 경제적 어려움을 완화하려는 것입니다(제11조제3항 및 제4항 신설)."
107,2020-06-18,"제안이유

현재 우리나라 국민의 38.3%가 무주택 세입자 가구이며 수도권은 50.1%가 남의 집에 살고 있는 임차인임. 자가 가구의 평균 거주기간은 10년 7개월인 반면 보증금 있는 월세 거주자와 전세 거주자는 각각 3년 4개월과 3년 3개월이며 무주택 가구 중 거주기간이 2년 이내인 비율도 36.4%에 불과함.
무주택자들이 겪고 있는 주거난은 극심한 가계 부담으로 이어져 대한민국 내수 경제의 큰 위협 요인으로 작용하고 있으며 높은 임대료와 자산 불평등은 박탈감을 빚어내 사회 갈등을 유발하고 건강한 경제활동을 저해하고 있어 국가 차원의 대응이 절실함.
우리의 주택임대차보호법은 1989년 개정된 이후 턱없이 짧은 임대보장기간 2년을 30년간 유지하고 있는 반면 독일, 프랑스, 영국, 일본, 미국 등 주요 해외 선진국은 대부분 장기 임대차를 규정하며 표준임대료와 같은 가이드라인을 통해 임대료의 안정을 지향하고 있음.
이에 주택임대차 관련 제도를 합리적으로 정비하여 반복되는 주거불안을 해소하고 임대인과 임차인간 상생할 수 있는 임대차 계약 제도를 만들고자 함.


주요내용

가. 임차인에게 계약갱신요구권을 부여하여 법에서 정한 사유 외에는 임차인이 계약의 갱신을 요구할 경우 임대인이 거절할 수 없도록 하며, 계약기간은 최대 4년까지 연장할 수 있도록 함(안 제6조제1항 및 제2항).
나. 임대인의 계약 갱신을 거절할 수 있는 예외적 사유로 임차인이 3기(期)에 해당하는 차임액을 연체하거나 임대인이 임차주택에 실거주하여야 할 객관적 사유가 있는 경우 등을 규정하고 이러한 갱신 거절 사유가 허위로 드러날 경우 임차인이 지출한 이주비와 2년간 임대료 차액분의 합계액의 2배를 배상하도록 함(안 제6조제4항).
다. 임대인의 증액청구는 약정한 차임이나 보증금의 20분의 1 이하의 범위에서 지역 상황을 반영하여 시·도지사의 조례로 정하는 비율을 초과하지 못하도록 법률에서 명시하고, 임대차계약 또는 최종의 차임 등의 증액이 있은 후 1년 이내에는 하지 못하도록 함(안 제7조제1항 및 제2항 신설).
라. 시·도지사가 지역사회에서 용인되는 수준의 합리적인 표준임대료를 산정 및 공시하고, 이 표준임대료를 관계행정기관 등에 공급하여 활용할 수 있도록 함(안 제7조의3부터 제7조의5까지 신설).
마. 주택임대차계약서를 사용할 경우 법무부장관이 국토교통부장관과 협의하여 정하는 서식을 우선적으로 사용함(안 제30조 신설)."
108,2020-06-18,"제안이유 및 주요내용

현행법에서는 가동·건설 중이거나 건설할 예정인 발전소로 인해 피해를 입은 주민들을 보호하기 위해 주변지역 지원사업을 시행하도록 하고 있음. 또한 발전소의 주변지역에 대한 지원사업을 위한 지원금액의 결정기준을 발전소의 종류·규모·발전량과 주변지역의 여건 등을 고려하여 결정하도록 하고 있으며, 이에 따라 발전원별 지원금 단가를 명시하여 기본지원사업의 지원금 산정기준을 제공하고 있음.
그러나 지원사업은 기본사업, 특별지원사업, 홍보사업 등으로 구분되며 사업의 목적 및 유형 등 세부사항은 주민의견 수렴 없이 정부 또는 지자체, 발전사업자 등에 의해 결정되고 있음. 또한, 발전소주변지역 지원사업에 들어가는 비용은 인구유입, 물가상승률 등으로 계속해서 증가하고 있으나, 발전원별 지원금의 단가는 경제적 여건을 반영하지 못한 고정값에 불과하다는 지적이 있음.
동시에 탈원전 정책으로 인해 발전원별 전력생산량이 급격하게 차이가 생길 경우 발전소주변지역 지원사업에 차질이 생기게 됨.
이에 지원사업의 종류에 지역요구사업을 포함하고 대통령령으로 정하는 기준에 따라 지역주민 의견수렴절차를 포함하도록 해서 피해지역 주민의 의사를 적극적으로 반영하고, 발전소주변지역 지원금액 결정기준에 발전설비용량, 전력시장에서 거래되는 발전원별 전력거래가격등과 함께 해당지역 인구와 물가상승률도 종합적으로 반영하도록 명시하려는 것임(안 제10조, 제13조제2항)."
109,2020-06-18,"제안이유 및 주요내용

현행법은 대기업의 사업진출로 피해가 우려되는 경우 중소기업자단체는 사업조정신청을 할 수 있으며 이 경우 중소벤처기업부 장관은 심의회 개최 시까지 대기업에 개점 등의 일시정지를 권고할 수 있음.
대기업이 정부의 일시정지 권고를 불이행 할 경우, 이행명령하고 위반 시 과태료 5천만원을 부과하고 있음.
그러나 과태료 부과에도 불구하고 코스트코 등의 대형유통업체가 개점 강행 등 이행명령을 반복적으로 위반하는 사례가 발생하고 있음.
이에 대기업 등의 일시정지 이행명령 위반에 따른 과태료 부과금액을 현행 5천만원에서 1억원으로 상향하여 이행명령 위반에 따른 제재를 강화하고자 하려는 것임(안 제43조제1항)."
110,2020-06-18,"제안이유 및 주요내용

코로나19 사태로 대학교 수업이 대부분 온라인 강의로 대체되어 종강을 앞두고 있는 시점에서 등록금을 반환해야 한다는 학생들의 요구가 거세지고 있음.
대면수업과 실습이 이뤄지지 못해 수업의 질이 떨어지고 도서관 등 대학시설 이용에 차질이 빚어지고 있다는 이유임.
그러나 대학들은 원격수업 등으로 운영이 이뤄지고 있는 상황에서 고정적으로 들어가는 경상비를 감안하면 등록금을 반환할 여력이 없어 정부 지원 없이는 등록금 반환이 어렵다는 입장으로 학생과 학부모들의 부담만 가중되는 실정임.
이에 코로나19와 같이 불가항력적인 국가 재난 상황으로 학생들에게 정상적인 교육을 제공하지 못할 시에는 국가가 등록금을 전액 또는 일부를 지원하여 학생들의 학습권 피해에 대한 보상을 할 수 있도록 법률적 근거를 마련하고자 함(안 제66조제3항제3호의2 신설)."
111,2020-06-17,"제안이유 및 주요내용

현행법은 성폭력범죄 피해자의 신원 및 사생활 비밀의 공개·누설을 금지하고, 이를 위반한 경우 2년 이하의 징역 또는 500만원 이하의 벌금으로 처벌하도록 함.
그런데, 성폭력범죄의 특성상 피해자의 신원이 공개될 경우 피해자의 인격권이나 사생활에 대한 침해 등 2차 피해가 우려되고, 이미 발생한 피해는 사후 회복이 불가능하다는 문제가 있음. 그러므로 성폭력범죄 피해자의 신원 및 사생활비밀의 공개·누설죄는 강력하게 처벌될 필요성이 있는 데 반해, 현행법의 형량이 지나치게 가볍다는 지적이 있음.
이에 성폭력범죄 피해자의 신원과 사생활 비밀을 공개·누설한 경우 처벌수준을 현행 ‘2년 이하의 징역 또는 500만원 이하의 벌금’에서 ‘3년 이하의 징역 또는 3천만원 이하의 벌금’으로 상향함으로써 성폭력범죄의 2차 가해행위를 근절하려는 것임(안 제50조제2항)."
112,2020-06-16,"제안이유 및 주요내용

세월호 사고 등에서 볼 수 있듯이 더 이상 정부가 독자적으로 대규모 재난에 효과적으로 대응하기는 어려우며, 재난관리에 있어 정부와 민간의 협력이 중요해지고 있음.
이런 협력체계하에서도 민간은 재난관리의 의무자가 아니라 본래 정부가 수행해야 할 일을 대신 수행하는 것이라는 사실에는 변화가 없음. 이런 사실을 고려할 때 재난지원 민간인력에 대해서는 적절한 치료와 보상 등의 지원이 필수적일 것임.
그러나 현행법은 재난 발생 시 긴급구조활동 등에 참여한 자원봉사자 및 민간의 긴급구조지원요원 등이 부상을 입은 경우에는 치료만을 실시하고, 사망하거나 장애를 입은 경우에만 보상금을 지급하도록 하고 있어 부상기간 동안 생업종사가 어려울 수 있음 등을 고려할 때 부상을 입은 경우 치료만을 지원하는 것은 불합리하다는 지적이 있어 왔음.
이에 긴급구조활동 등에 참여한 자원봉사자 및 민간의 긴급구조지원요원 등이 부상을 입은 경우 치료뿐만 아니라 보상금을 지급할 수 있는 근거를 마련함으로써, 재난관리 활동에 참여하는 민간에 대한 지원을 강화하고자 함(안 제65조제1항 본문)."
113,2020-06-16,"제안이유 및 주요내용

코로나바이러스감염증-19의 장기화로 인하여 각 대학에서는 대면수업 대신 원격수업을 실시하고 있음. 그런데 갑작스럽게 원격수업이 도입되면서 수업의 질은 낮아지고 학교 시설의 이용이 현저하게 감소함에 따라 학생들은 등록금의 면제 또는 감액을 요구하고 있음.
현재 등록금의 면제ㆍ감액에 관한 사항은 교육부령으로 정하고 있는데, 감염병 발생으로 수업의 질이 낮아진 경우는 등록금 면제ㆍ감액 사유에 해당하지 않음.
이에 등록금의 면제ㆍ감액 근거를 법률로 상향하여 규정하고, 천재지변, 감염병 등 긴급한 사유로 수업의 질이 현저히 낮아진 경우에도 등록금을 면제ㆍ감액할 수 있도록 함으로써, 학생으로 하여금 교육서비스의 수준에 상응하는 대가를 지불하도록 하려는 것임(안 제11조제10항 신설)."
114,2020-06-16,"제안이유 및 주요내용

최근 기후 변화와 미세먼지가 심각한 사회 문제로 대두하고 있는 가운데 대기환경 개선 등을 위하여 전기자동차와 수소자동차 등 친환경자동차의 개발·보급이 가속화되고 있으며, 첨단 안전장치 장착 의무화와 함께 기계 중심에서 벗어나 전자, 정보통신, 인공지능 등 신기술이 융합된 자율주행자동차 상용화가 임박하였음.
그런데, 현행의 자동차검사는 내연기관과 기계장치 중심으로 이루어지고 있어 이러한 친환경·자율주행자동차 등 신기술이 적용된 자동차의 기술 발전 속도를 따라가지 못하고 있으므로, 이러한 첨단자동차의 성능과 안전을 확보할 수 있도록 국가 차원에서 자동차검사기준을 마련하고, 신기술 발전에 대응하여 자동차검사기술·기기의 연구·개발을 추진할 필요가 있다는 지적이 있음.
이에 국토교통부장관은 자동차 안전도 향상을 위하여 수립하는 ‘자동차정책기본계획’에 환경친화적 자동차·자율주행자동차 등 신기술이 적용된 자동차의 자동차검사기준의 마련과 자동차검사기술·기기의 연구·개발·보급에 관한 사항을 포함하도록 하고, 이러한 신기술이 적용된 자동차의 자동차검사기준 마련에 필요한 자동차검사기술·기기의 연구·개발을 자동차검사대행자에게 수행할 수 있도록 함으로써 자동차 신기술 발전에 대응하여 자동차검사체계를 첨단화시키려는 것임(안 제4조의2제2항제4호의2 및 제43조의3 신설)."
115,2020-06-16,"제안이유

현행법은 가정폭력범죄에 대하여 가정을 유지하고 보호하려는 관점에서 접근함으로써 피해자와 자녀들이 가정폭력에서 벗어나기 위해 피신하거나 고소 및 이혼소송을 제기하는 행동들을 오히려 가정파괴 요인으로 바라보게 하고, 가해자에게는 가정폭력이 처벌되어야할 범죄가 아니라 상담과 교육으로 교정이 가능한 행위 정도로만 인식하게 하는 문제점이 있음.
이에 가정유지적 관점에서 벗어나 가정폭력은 여성의 인권과 기본적인 생존권을 침해하는 범죄행위임을 확실히 하고, 피해자의 신변보호와 인권보장을 강화하며, 가정폭력가해자에 대한 보호처분 및 상담조건부 기소유예제도를 폐지하고, 가정폭력사건을 형사적 범죄로 인정하여 실질적인 조사와 처벌이 이루어지도록 현행법을 개정하려는 것임.



주요내용

가. 이 법의 목적을 ‘가정폭력범죄의 형사절차에 관한 특례를 규정함으로써 가정폭력범죄의 피해자와 가정구성원의 안전을 도모하고 인권을 보장함’으로 변경함(안 제1조).
나. 가정폭력의 정의규정에 ‘성적 폭력’을 추가하고, 가정구성원의 범위에 ‘4촌 이내의 혈족과 인척’을 추가하며, 가정폭력범죄에 「형법」 제319조(주거침입, 퇴거불응), 제320조(특수주거침입) 및 제322조(미수범) 등의 죄를 추가하고, ‘가정폭력행위자’를 ‘가정폭력가해자’로 변경하며, 피해자의 정의규정에서 ‘직접적으로’라는 용어를 삭제함(안 제2조).
다. 제2장 ‘가정보호사건’을 ‘가정폭력범죄 형사처리에 관한 특례’로 변경하고, 가정폭력가해자에 대한 보호처분제도를 폐지함(안 제2장, 제2장제3절 삭제).
1) 가정폭력범죄에 대한 적극적이고 엄정한 대처를 통해 재범을 억제하기 위하여 진행 중인 가정폭력범죄의 가해자에 대해 체포 우선주의를 적용함(안 제5조).
2) 가정폭력범죄에 대한 응급조치를 위하여 현장에 출동한 사법경찰관은 사건의 증거를 확보하기 위하여 ‘가정폭력위험평가조사서’를 반드시 작성하도록 하고, 가정폭력범죄를 수사한 때에는 이를 지체 없이 검사에게 송부하도록 함(안 제5조제3항 및 제10조제1항).
3) 현행 긴급임시조치를 긴급보호조치로 변경하여 사법경찰관이 피해자보호명령 중 접근금지 등의 조치를 하도록 하고, 법원에 피해자보호명령을 청구하도록 함(안 제6조).
4) 가정폭력범죄 사건의 신속한 처리를 위하여 수사기간 및 재판기간의 특례를 규정함(안 제8조 및 제33조).
5) 상담조건부 기소유예제도를 폐지하고, 가정폭력범죄의 기소유예금지 규정을 신설함(안 제9조의2 삭제 및 제11조 신설).
6) 가정폭력사건을 형사적 범죄로 인정하여 실질적 조사와 처벌이 이루어질 수 있도록 하기 위하여 형벌과 보호관찰 등의 병과, 피해자에 대한 변호사 선임의 특례, 수사 및 재판절차에서의 배려 및 통역, 영상물의 촬영·보존, 신뢰관계에 있는 사람의 동석, 증인 소환 및 신문의 특례, 소송진행의 협의 등의 규정을 신설함(안 제14조부터 제18조까지 및 제28조부터 제30조까지 신설).
라. 가정보호사건 및 피해자보호명령사건의 가정법원 관할을 삭제하고, 지방법원장 또는 고등법원장은 특별한 사정이 없으면 가정폭력범죄 전담재판부를 지정하여 재판하도록 함(안 제10조 삭제, 제13조 신설 및 제39조).
마. 피해자보호명령에 가정폭력가해자에 대한 자녀와의 면접교섭권행사 제한 등의 종류를 추가함(안 제40조).
바. 피해자보호명령의 청구가 있는 경우 법원의 결정기한을 명시하고, 피해자보호명령의 기간을 현행 6개월에서 12개월로 연장함(안 제40조제8항 및 제41조제1항).
사. 법원이 피해자보호명령을 하는 경우에는 가정폭력가해자에 대하여 피해자 및 가정구성원의 생활과 아동양육에 필요한 금전지급에 관한 사항을 결정하도록 함(안 제45조).
아. 벌칙에 긴급임시조치 및 임시조치의 과태료 규정을 삭제하고, 긴급보호조치·임시조치 또는 피해자보호명령 등의 불이행죄를 신설함(안 제53조 및 제55조)."
